clusterId,clusterKind,riskScore,declarationCount,domains,canonicalDtoCandidate,signatureHash,signaturePreview,declarations
exact-0034,exact-shape,10,2,feature:case-resolver,,164fc1593259,prop:plainText:string; prop:plaintextContent:string; prop:wysiwygContent:string; prop:wysiwygText:string,src/features/case-resolver/composer-compiler.ts:undefined:NodeOutput|src/features/case-resolver/types/composer.ts:undefined:NodeOutput
exact-0033,exact-shape,9,2,feature:case-resolver,,db320fab3912,prop:at:string; prop:attempts:number; prop:cleanupDurationMs?:number | null; prop:message:string; prop:mutationDurationMs?:number | null; prop:resolvedTargetFileId:string | null; prop:stage:'precheck' | 'mutation' | 'rebase' | null; prop:status:'idle' | 'success' | 'failed',src/features/case-resolver/components/PromptExploderCaptureMappingModalRuntimeContext.tsx:undefined:PromptExploderCaptureMappingDiagnostics|src/features/case-resolver/hooks/capture-actions/types.ts:undefined:CaptureApplyDiagnostics
exact-0035,exact-shape,8,2,feature:case-resolver,,be9622754f57,prop:caseId:string; prop:entity:'case_content_folder'; prop:folderPath:string; prop:nodeId:string,src/features/case-resolver/master-tree.ts:undefined:CaseResolverCaseContentFolderMasterNodeRef|src/features/case-resolver/services/tree/master-tree-service.ts:undefined:CaseResolverCaseContentFolderMasterNodeRef
exact-0036,exact-shape,8,2,feature:case-resolver,,24c5a19e770e,prop:caseId:string; prop:entity:'case_content_file'; prop:fileId:string; prop:nodeId:string,src/features/case-resolver/master-tree.ts:undefined:CaseResolverCaseContentFileMasterNodeRef|src/features/case-resolver/services/tree/master-tree-service.ts:undefined:CaseResolverCaseContentFileMasterNodeRef
exact-0037,exact-shape,8,2,feature:case-resolver,,99f7c35a8bf2,prop:displayName:string; prop:id:string; prop:kind:'person' | 'organization',src/features/case-resolver/party-matching.ts:undefined:MatchedCaseResolverPartyReference|src/features/case-resolver/services/party-matching/orchestrator.ts:undefined:MatchedCaseResolverPartyReference
